"","Class","Sex","Age","Survived"
"786","Crew","Male","Adult","Died"
"787","Crew","Male","Adult","Died"
"788","Crew","Male","Adult","Died"
"789","Crew","Male","Adult","Died"
"790","Crew","Male","Adult","Died"
"791","Crew","Male","Adult","Died"
"792","Crew","Male","Adult","Died"
"793","Crew","Male","Adult","Died"
"794","Crew","Male","Adult","Died"
"795","Crew","Male","Adult","Died"
"796","Crew","Male","Adult","Died"
"797","Crew","Male","Adult","Died"
"798","Crew","Male","Adult","Died"
"799","Crew","Male","Adult","Died"
"800","Crew","Male","Adult","Died"
"801","Crew","Male","Adult","Died"
"802","Crew","Male","Adult","Died"
"803","Crew","Male","Adult","Died"
"804","Crew","Male","Adult","Died"
"805","Crew","Male","Adult","Died"
"806","Crew","Male","Adult","Died"
"807","Crew","Male","Adult","Died"
"808","Crew","Male","Adult","Died"
"809","Crew","Male","Adult","Died"
"810","Crew","Male","Adult","Died"
"811","Crew","Male","Adult","Died"
"812","Crew","Male","Adult","Died"
"813","Crew","Male","Adult","Died"
"814","Crew","Male","Adult","Died"
"815","Crew","Male","Adult","Died"
"816","Crew","Male","Adult","Died"
"817","Crew","Male","Adult","Died"
"818","Crew","Male","Adult","Died"
"819","Crew","Male","Adult","Died"
"820","Crew","Male","Adult","Died"
"821","Crew","Male","Adult","Died"
"822","Crew","Male","Adult","Died"
"823","Crew","Male","Adult","Died"
"824","Crew","Male","Adult","Died"
"825","Crew","Male","Adult","Died"
"826","Crew","Male","Adult","Died"
"827","Crew","Male","Adult","Died"
"828","Crew","Male","Adult","Died"
"829","Crew","Male","Adult","Died"
"830","Crew","Male","Adult","Died"
"831","Crew","Male","Adult","Died"
"832","Crew","Male","Adult","Died"
"833","Crew","Male","Adult","Died"
"834","Crew","Male","Adult","Died"
"835","Crew","Male","Adult","Died"
"836","Crew","Male","Adult","Died"
"837","Crew","Male","Adult","Died"
"838","Crew","Male","Adult","Died"
"839","Crew","Male","Adult","Died"
"840","Crew","Male","Adult","Died"
"841","Crew","Male","Adult","Died"
"842","Crew","Male","Adult","Died"
"843","Crew","Male","Adult","Died"
"844","Crew","Male","Adult","Died"
"845","Crew","Male","Adult","Died"
"846","Crew","Male","Adult","Died"
"847","Crew","Male","Adult","Died"
"848","Crew","Male","Adult","Died"
"849","Crew","Male","Adult","Died"
"850","Crew","Male","Adult","Died"
"851","Crew","Male","Adult","Died"
"852","Crew","Male","Adult","Died"
"853","Crew","Male","Adult","Died"
"854","Crew","Male","Adult","Died"
"855","Crew","Male","Adult","Died"
"856","Crew","Male","Adult","Died"
"857","Crew","Male","Adult","Died"
"858","Crew","Male","Adult","Died"
"859","Crew","Male","Adult","Died"
"860","Crew","Male","Adult","Died"
"861","Crew","Male","Adult","Died"
"862","Crew","Male","Adult","Died"
"863","Crew","Male","Adult","Died"
"864","Crew","Male","Adult","Died"
"865","Crew","Male","Adult","Died"
"866","Crew","Male","Adult","Died"
"867","Crew","Male","Adult","Died"
"868","Crew","Male","Adult","Died"
"869","Crew","Male","Adult","Died"
"870","Crew","Male","Adult","Died"
"871","Crew","Male","Adult","Died"
"872","Crew","Male","Adult","Died"
"873","Crew","Male","Adult","Died"
"874","Crew","Male","Adult","Died"
"875","Crew","Male","Adult","Died"
"876","Crew","Male","Adult","Died"
"877","Crew","Male","Adult","Died"
"878","Crew","Male","Adult","Died"
"879","Crew","Male","Adult","Died"
"880","Crew","Male","Adult","Died"
"881","Crew","Male","Adult","Died"
"882","Crew","Male","Adult","Died"
"883","Crew","Male","Adult","Died"
"884","Crew","Male","Adult","Died"
"885","Crew","Male","Adult","Died"
"886","Crew","Male","Adult","Died"
"887","Crew","Male","Adult","Died"
"888","Crew","Male","Adult","Died"
"889","Crew","Male","Adult","Died"
"890","Crew","Male","Adult","Died"
"891","Crew","Male","Adult","Died"
"892","Crew","Male","Adult","Died"
"893","Crew","Male","Adult","Died"
"894","Crew","Male","Adult","Died"
"895","Crew","Male","Adult","Died"
"896","Crew","Male","Adult","Died"
"897","Crew","Male","Adult","Died"
"898","Crew","Male","Adult","Died"
"899","Crew","Male","Adult","Died"
"900","Crew","Male","Adult","Died"
"901","Crew","Male","Adult","Died"
"902","Crew","Male","Adult","Died"
"903","Crew","Male","Adult","Died"
"904","Crew","Male","Adult","Died"
"905","Crew","Male","Adult","Died"
"906","Crew","Male","Adult","Died"
"907","Crew","Male","Adult","Died"
"908","Crew","Male","Adult","Died"
"909","Crew","Male","Adult","Died"
"910","Crew","Male","Adult","Died"
"911","Crew","Male","Adult","Died"
"912","Crew","Male","Adult","Died"
"913","Crew","Male","Adult","Died"
"914","Crew","Male","Adult","Died"
"915","Crew","Male","Adult","Died"
"916","Crew","Male","Adult","Died"
"917","Crew","Male","Adult","Died"
"918","Crew","Male","Adult","Died"
"919","Crew","Male","Adult","Died"
"920","Crew","Male","Adult","Died"
"921","Crew","Male","Adult","Died"
"922","Crew","Male","Adult","Died"
"923","Crew","Male","Adult","Died"
"924","Crew","Male","Adult","Died"
"925","Crew","Male","Adult","Died"
"926","Crew","Male","Adult","Died"
"927","Crew","Male","Adult","Died"
"928","Crew","Male","Adult","Died"
"929","Crew","Male","Adult","Died"
"930","Crew","Male","Adult","Died"
"931","Crew","Male","Adult","Died"
"932","Crew","Male","Adult","Died"
"933","Crew","Male","Adult","Died"
"934","Crew","Male","Adult","Died"
"935","Crew","Male","Adult","Died"
"936","Crew","Male","Adult","Died"
"937","Crew","Male","Adult","Died"
"938","Crew","Male","Adult","Died"
"939","Crew","Male","Adult","Died"
"940","Crew","Male","Adult","Died"
"941","Crew","Male","Adult","Died"
"942","Crew","Male","Adult","Died"
"943","Crew","Male","Adult","Died"
"944","Crew","Male","Adult","Died"
"945","Crew","Male","Adult","Died"
"946","Crew","Male","Adult","Died"
"947","Crew","Male","Adult","Died"
"948","Crew","Male","Adult","Died"
"949","Crew","Male","Adult","Died"
"950","Crew","Male","Adult","Died"
"951","Crew","Male","Adult","Died"
"952","Crew","Male","Adult","Died"
"953","Crew","Male","Adult","Died"
"954","Crew","Male","Adult","Died"
"955","Crew","Male","Adult","Died"
"956","Crew","Male","Adult","Died"
"957","Crew","Male","Adult","Died"
"958","Crew","Male","Adult","Died"
"959","Crew","Male","Adult","Died"
"960","Crew","Male","Adult","Died"
"961","Crew","Male","Adult","Died"
"962","Crew","Male","Adult","Died"
"963","Crew","Male","Adult","Died"
"964","Crew","Male","Adult","Died"
"965","Crew","Male","Adult","Died"
"966","Crew","Male","Adult","Died"
"967","Crew","Male","Adult","Died"
"968","Crew","Male","Adult","Died"
"969","Crew","Male","Adult","Died"
"970","Crew","Male","Adult","Died"
"971","Crew","Male","Adult","Died"
"972","Crew","Male","Adult","Died"
"973","Crew","Male","Adult","Died"
"974","Crew","Male","Adult","Died"
"975","Crew","Male","Adult","Died"
"976","Crew","Male","Adult","Died"
"977","Crew","Male","Adult","Died"
"978","Crew","Male","Adult","Died"
"979","Crew","Male","Adult","Died"
"980","Crew","Male","Adult","Died"
"981","Crew","Male","Adult","Died"
"982","Crew","Male","Adult","Died"
"983","Crew","Male","Adult","Died"
"984","Crew","Male","Adult","Died"
"985","Crew","Male","Adult","Died"
"986","Crew","Male","Adult","Died"
"987","Crew","Male","Adult","Died"
"988","Crew","Male","Adult","Died"
"989","Crew","Male","Adult","Died"
"990","Crew","Male","Adult","Died"
"991","Crew","Male","Adult","Died"
"992","Crew","Male","Adult","Died"
"993","Crew","Male","Adult","Died"
"994","Crew","Male","Adult","Died"
"995","Crew","Male","Adult","Died"
"996","Crew","Male","Adult","Died"
"997","Crew","Male","Adult","Died"
"998","Crew","Male","Adult","Died"
"999","Crew","Male","Adult","Died"
"1000","Crew","Male","Adult","Died"
"1001","Crew","Male","Adult","Died"
"1002","Crew","Male","Adult","Died"
"1003","Crew","Male","Adult","Died"
"1004","Crew","Male","Adult","Died"
"1005","Crew","Male","Adult","Died"
"1006","Crew","Male","Adult","Died"
"1007","Crew","Male","Adult","Died"
"1008","Crew","Male","Adult","Died"
"1009","Crew","Male","Adult","Died"
"1010","Crew","Male","Adult","Died"
"1011","Crew","Male","Adult","Died"
"1012","Crew","Male","Adult","Died"
"1013","Crew","Male","Adult","Died"
"1014","Crew","Male","Adult","Died"
"1015","Crew","Male","Adult","Died"
"1016","Crew","Male","Adult","Died"
"1017","Crew","Male","Adult","Died"
"1018","Crew","Male","Adult","Died"
"1019","Crew","Male","Adult","Died"
"1020","Crew","Male","Adult","Died"
"1021","Crew","Male","Adult","Died"
"1022","Crew","Male","Adult","Died"
"1023","Crew","Male","Adult","Died"
"1024","Crew","Male","Adult","Died"
"1025","Crew","Male","Adult","Died"
"1026","Crew","Male","Adult","Died"
"1027","Crew","Male","Adult","Died"
"1028","Crew","Male","Adult","Died"
"1029","Crew","Male","Adult","Died"
"1030","Crew","Male","Adult","Died"
"1031","Crew","Male","Adult","Died"
"1032","Crew","Male","Adult","Died"
"1033","Crew","Male","Adult","Died"
"1034","Crew","Male","Adult","Died"
"1035","Crew","Male","Adult","Died"
"1036","Crew","Male","Adult","Died"
"1037","Crew","Male","Adult","Died"
"1038","Crew","Male","Adult","Died"
"1039","Crew","Male","Adult","Died"
"1040","Crew","Male","Adult","Died"
"1041","Crew","Male","Adult","Died"
"1042","Crew","Male","Adult","Died"
"1043","Crew","Male","Adult","Died"
"1044","Crew","Male","Adult","Died"
"1045","Crew","Male","Adult","Died"
"1046","Crew","Male","Adult","Died"
"1047","Crew","Male","Adult","Died"
"1048","Crew","Male","Adult","Died"
"1049","Crew","Male","Adult","Died"
"1050","Crew","Male","Adult","Died"
"1051","Crew","Male","Adult","Died"
"1052","Crew","Male","Adult","Died"
"1053","Crew","Male","Adult","Died"
"1054","Crew","Male","Adult","Died"
"1055","Crew","Male","Adult","Died"
"1056","Crew","Male","Adult","Died"
"1057","Crew","Male","Adult","Died"
"1058","Crew","Male","Adult","Died"
"1059","Crew","Male","Adult","Died"
"1060","Crew","Male","Adult","Died"
"1061","Crew","Male","Adult","Died"
"1062","Crew","Male","Adult","Died"
"1063","Crew","Male","Adult","Died"
"1064","Crew","Male","Adult","Died"
"1065","Crew","Male","Adult","Died"
"1066","Crew","Male","Adult","Died"
"1067","Crew","Male","Adult","Died"
"1068","Crew","Male","Adult","Died"
"1069","Crew","Male","Adult","Died"
"1070","Crew","Male","Adult","Died"
"1071","Crew","Male","Adult","Died"
"1072","Crew","Male","Adult","Died"
"1073","Crew","Male","Adult","Died"
"1074","Crew","Male","Adult","Died"
"1075","Crew","Male","Adult","Died"
"1076","Crew","Male","Adult","Died"
"1077","Crew","Male","Adult","Died"
"1078","Crew","Male","Adult","Died"
"1079","Crew","Male","Adult","Died"
"1080","Crew","Male","Adult","Died"
"1081","Crew","Male","Adult","Died"
"1082","Crew","Male","Adult","Died"
"1083","Crew","Male","Adult","Died"
"1084","Crew","Male","Adult","Died"
"1085","Crew","Male","Adult","Died"
"1086","Crew","Male","Adult","Died"
"1087","Crew","Male","Adult","Died"
"1088","Crew","Male","Adult","Died"
"1089","Crew","Male","Adult","Died"
"1090","Crew","Male","Adult","Died"
"1091","Crew","Male","Adult","Died"
"1092","Crew","Male","Adult","Died"
"1093","Crew","Male","Adult","Died"
"1094","Crew","Male","Adult","Died"
"1095","Crew","Male","Adult","Died"
"1096","Crew","Male","Adult","Died"
"1097","Crew","Male","Adult","Died"
"1098","Crew","Male","Adult","Died"
"1099","Crew","Male","Adult","Died"
"1100","Crew","Male","Adult","Died"
"1101","Crew","Male","Adult","Died"
"1102","Crew","Male","Adult","Died"
"1103","Crew","Male","Adult","Died"
"1104","Crew","Male","Adult","Died"
"1105","Crew","Male","Adult","Died"
"1106","Crew","Male","Adult","Died"
"1107","Crew","Male","Adult","Died"
"1108","Crew","Male","Adult","Died"
"1109","Crew","Male","Adult","Died"
"1110","Crew","Male","Adult","Died"
"1111","Crew","Male","Adult","Died"
"1112","Crew","Male","Adult","Died"
"1113","Crew","Male","Adult","Died"
"1114","Crew","Male","Adult","Died"
"1115","Crew","Male","Adult","Died"
"1116","Crew","Male","Adult","Died"
"1117","Crew","Male","Adult","Died"
"1118","Crew","Male","Adult","Died"
"1119","Crew","Male","Adult","Died"
"1120","Crew","Male","Adult","Died"
"1121","Crew","Male","Adult","Died"
"1122","Crew","Male","Adult","Died"
"1123","Crew","Male","Adult","Died"
"1124","Crew","Male","Adult","Died"
"1125","Crew","Male","Adult","Died"
"1126","Crew","Male","Adult","Died"
"1127","Crew","Male","Adult","Died"
"1128","Crew","Male","Adult","Died"
"1129","Crew","Male","Adult","Died"
"1130","Crew","Male","Adult","Died"
"1131","Crew","Male","Adult","Died"
"1132","Crew","Male","Adult","Died"
"1133","Crew","Male","Adult","Died"
"1134","Crew","Male","Adult","Died"
"1135","Crew","Male","Adult","Died"
"1136","Crew","Male","Adult","Died"
"1137","Crew","Male","Adult","Died"
"1138","Crew","Male","Adult","Died"
"1139","Crew","Male","Adult","Died"
"1140","Crew","Male","Adult","Died"
"1141","Crew","Male","Adult","Died"
"1142","Crew","Male","Adult","Died"
"1143","Crew","Male","Adult","Died"
"1144","Crew","Male","Adult","Died"
"1145","Crew","Male","Adult","Died"
"1146","Crew","Male","Adult","Died"
"1147","Crew","Male","Adult","Died"
"1148","Crew","Male","Adult","Died"
"1149","Crew","Male","Adult","Died"
"1150","Crew","Male","Adult","Died"
"1151","Crew","Male","Adult","Died"
"1152","Crew","Male","Adult","Died"
"1153","Crew","Male","Adult","Died"
"1154","Crew","Male","Adult","Died"
"1155","Crew","Male","Adult","Died"
"1156","Crew","Male","Adult","Died"
"1157","Crew","Male","Adult","Died"
"1158","Crew","Male","Adult","Died"
"1159","Crew","Male","Adult","Died"
"1160","Crew","Male","Adult","Died"
"1161","Crew","Male","Adult","Died"
"1162","Crew","Male","Adult","Died"
"1163","Crew","Male","Adult","Died"
"1164","Crew","Male","Adult","Died"
"1165","Crew","Male","Adult","Died"
"1166","Crew","Male","Adult","Died"
"1167","Crew","Male","Adult","Died"
"1168","Crew","Male","Adult","Died"
"1169","Crew","Male","Adult","Died"
"1170","Crew","Male","Adult","Died"
"1171","Crew","Male","Adult","Died"
"1172","Crew","Male","Adult","Died"
"1173","Crew","Male","Adult","Died"
"1174","Crew","Male","Adult","Died"
"1175","Crew","Male","Adult","Died"
"1176","Crew","Male","Adult","Died"
"1177","Crew","Male","Adult","Died"
"1178","Crew","Male","Adult","Died"
"1179","Crew","Male","Adult","Died"
"1180","Crew","Male","Adult","Died"
"1181","Crew","Male","Adult","Died"
"1182","Crew","Male","Adult","Died"
"1183","Crew","Male","Adult","Died"
"1184","Crew","Male","Adult","Died"
"1185","Crew","Male","Adult","Died"
"1186","Crew","Male","Adult","Died"
"1187","Crew","Male","Adult","Died"
"1188","Crew","Male","Adult","Died"
"1189","Crew","Male","Adult","Died"
"1190","Crew","Male","Adult","Died"
"1191","Crew","Male","Adult","Died"
"1192","Crew","Male","Adult","Died"
"1193","Crew","Male","Adult","Died"
"1194","Crew","Male","Adult","Died"
"1195","Crew","Male","Adult","Died"
"1196","Crew","Male","Adult","Died"
"1197","Crew","Male","Adult","Died"
"1198","Crew","Male","Adult","Died"
"1199","Crew","Male","Adult","Died"
"1200","Crew","Male","Adult","Died"
"1201","Crew","Male","Adult","Died"
"1202","Crew","Male","Adult","Died"
"1203","Crew","Male","Adult","Died"
"1204","Crew","Male","Adult","Died"
"1205","Crew","Male","Adult","Died"
"1206","Crew","Male","Adult","Died"
"1207","Crew","Male","Adult","Died"
"1208","Crew","Male","Adult","Died"
"1209","Crew","Male","Adult","Died"
"1210","Crew","Male","Adult","Died"
"1211","Crew","Male","Adult","Died"
"1212","Crew","Male","Adult","Died"
"1213","Crew","Male","Adult","Died"
"1214","Crew","Male","Adult","Died"
"1215","Crew","Male","Adult","Died"
"1216","Crew","Male","Adult","Died"
"1217","Crew","Male","Adult","Died"
"1218","Crew","Male","Adult","Died"
"1219","Crew","Male","Adult","Died"
"1220","Crew","Male","Adult","Died"
"1221","Crew","Male","Adult","Died"
"1222","Crew","Male","Adult","Died"
"1223","Crew","Male","Adult","Died"
"1224","Crew","Male","Adult","Died"
"1225","Crew","Male","Adult","Died"
"1226","Crew","Male","Adult","Died"
"1227","Crew","Male","Adult","Died"
"1228","Crew","Male","Adult","Died"
"1229","Crew","Male","Adult","Died"
"1230","Crew","Male","Adult","Died"
"1231","Crew","Male","Adult","Died"
"1232","Crew","Male","Adult","Died"
"1233","Crew","Male","Adult","Died"
"1234","Crew","Male","Adult","Died"
"1235","Crew","Male","Adult","Died"
"1236","Crew","Male","Adult","Died"
"1237","Crew","Male","Adult","Died"
"1238","Crew","Male","Adult","Died"
"1239","Crew","Male","Adult","Died"
"1240","Crew","Male","Adult","Died"
"1241","Crew","Male","Adult","Died"
"1242","Crew","Male","Adult","Died"
"1243","Crew","Male","Adult","Died"
"1244","Crew","Male","Adult","Died"
"1245","Crew","Male","Adult","Died"
"1246","Crew","Male","Adult","Died"
"1247","Crew","Male","Adult","Died"
"1248","Crew","Male","Adult","Died"
"1249","Crew","Male","Adult","Died"
"1250","Crew","Male","Adult","Died"
"1251","Crew","Male","Adult","Died"
"1252","Crew","Male","Adult","Died"
"1253","Crew","Male","Adult","Died"
"1254","Crew","Male","Adult","Died"
"1255","Crew","Male","Adult","Died"
"1256","Crew","Male","Adult","Died"
"1257","Crew","Male","Adult","Died"
"1258","Crew","Male","Adult","Died"
"1259","Crew","Male","Adult","Died"
"1260","Crew","Male","Adult","Died"
"1261","Crew","Male","Adult","Died"
"1262","Crew","Male","Adult","Died"
"1263","Crew","Male","Adult","Died"
"1264","Crew","Male","Adult","Died"
"1265","Crew","Male","Adult","Died"
"1266","Crew","Male","Adult","Died"
"1267","Crew","Male","Adult","Died"
"1268","Crew","Male","Adult","Died"
"1269","Crew","Male","Adult","Died"
"1270","Crew","Male","Adult","Died"
"1271","Crew","Male","Adult","Died"
"1272","Crew","Male","Adult","Died"
"1273","Crew","Male","Adult","Died"
"1274","Crew","Male","Adult","Died"
"1275","Crew","Male","Adult","Died"
"1276","Crew","Male","Adult","Died"
"1277","Crew","Male","Adult","Died"
"1278","Crew","Male","Adult","Died"
"1279","Crew","Male","Adult","Died"
"1280","Crew","Male","Adult","Died"
"1281","Crew","Male","Adult","Died"
"1282","Crew","Male","Adult","Died"
"1283","Crew","Male","Adult","Died"
"1284","Crew","Male","Adult","Died"
"1285","Crew","Male","Adult","Died"
"1286","Crew","Male","Adult","Died"
"1287","Crew","Male","Adult","Died"
"1288","Crew","Male","Adult","Died"
"1289","Crew","Male","Adult","Died"
"1290","Crew","Male","Adult","Died"
"1291","Crew","Male","Adult","Died"
"1292","Crew","Male","Adult","Died"
"1293","Crew","Male","Adult","Died"
"1294","Crew","Male","Adult","Died"
"1295","Crew","Male","Adult","Died"
"1296","Crew","Male","Adult","Died"
"1297","Crew","Male","Adult","Died"
"1298","Crew","Male","Adult","Died"
"1299","Crew","Male","Adult","Died"
"1300","Crew","Male","Adult","Died"
"1301","Crew","Male","Adult","Died"
"1302","Crew","Male","Adult","Died"
"1303","Crew","Male","Adult","Died"
"1304","Crew","Male","Adult","Died"
"1305","Crew","Male","Adult","Died"
"1306","Crew","Male","Adult","Died"
"1307","Crew","Male","Adult","Died"
"1308","Crew","Male","Adult","Died"
"1309","Crew","Male","Adult","Died"
"1310","Crew","Male","Adult","Died"
"1311","Crew","Male","Adult","Died"
"1312","Crew","Male","Adult","Died"
"1313","Crew","Male","Adult","Died"
"1314","Crew","Male","Adult","Died"
"1315","Crew","Male","Adult","Died"
"1316","Crew","Male","Adult","Died"
"1317","Crew","Male","Adult","Died"
"1318","Crew","Male","Adult","Died"
"1319","Crew","Male","Adult","Died"
"1320","Crew","Male","Adult","Died"
"1321","Crew","Male","Adult","Died"
"1322","Crew","Male","Adult","Died"
"1323","Crew","Male","Adult","Died"
"1324","Crew","Male","Adult","Died"
"1325","Crew","Male","Adult","Died"
"1326","Crew","Male","Adult","Died"
"1327","Crew","Male","Adult","Died"
"1328","Crew","Male","Adult","Died"
"1329","Crew","Male","Adult","Died"
"1330","Crew","Male","Adult","Died"
"1331","Crew","Male","Adult","Died"
"1332","Crew","Male","Adult","Died"
"1333","Crew","Male","Adult","Died"
"1334","Crew","Male","Adult","Died"
"1335","Crew","Male","Adult","Died"
"1336","Crew","Male","Adult","Died"
"1337","Crew","Male","Adult","Died"
"1338","Crew","Male","Adult","Died"
"1339","Crew","Male","Adult","Died"
"1340","Crew","Male","Adult","Died"
"1341","Crew","Male","Adult","Died"
"1342","Crew","Male","Adult","Died"
"1343","Crew","Male","Adult","Died"
"1344","Crew","Male","Adult","Died"
"1345","Crew","Male","Adult","Died"
"1346","Crew","Male","Adult","Died"
"1347","Crew","Male","Adult","Died"
"1348","Crew","Male","Adult","Died"
"1349","Crew","Male","Adult","Died"
"1350","Crew","Male","Adult","Died"
"1351","Crew","Male","Adult","Died"
"1352","Crew","Male","Adult","Died"
"1353","Crew","Male","Adult","Died"
"1354","Crew","Male","Adult","Died"
"1355","Crew","Male","Adult","Died"
"1356","Crew","Male","Adult","Died"
"1357","Crew","Male","Adult","Died"
"1358","Crew","Male","Adult","Died"
"1359","Crew","Male","Adult","Died"
"1360","Crew","Male","Adult","Died"
"1361","Crew","Male","Adult","Died"
"1362","Crew","Male","Adult","Died"
"1363","Crew","Male","Adult","Died"
"1364","Crew","Male","Adult","Died"
"1365","Crew","Male","Adult","Died"
"1366","Crew","Male","Adult","Died"
"1367","Crew","Male","Adult","Died"
"1368","Crew","Male","Adult","Died"
"1369","Crew","Male","Adult","Died"
"1370","Crew","Male","Adult","Died"
"1371","Crew","Male","Adult","Died"
"1372","Crew","Male","Adult","Died"
"1373","Crew","Male","Adult","Died"
"1374","Crew","Male","Adult","Died"
"1375","Crew","Male","Adult","Died"
"1376","Crew","Male","Adult","Died"
"1377","Crew","Male","Adult","Died"
"1378","Crew","Male","Adult","Died"
"1379","Crew","Male","Adult","Died"
"1380","Crew","Male","Adult","Died"
"1381","Crew","Male","Adult","Died"
"1382","1st","Female","Adult","Died"
"1383","1st","Female","Adult","Died"
"1384","1st","Female","Adult","Died"
"1385","1st","Female","Adult","Died"
"1386","2nd","Female","Adult","Died"
"1387","2nd","Female","Adult","Died"
"1388","2nd","Female","Adult","Died"
"1389","2nd","Female","Adult","Died"
"1390","2nd","Female","Adult","Died"
"1391","2nd","Female","Adult","Died"
"1392","2nd","Female","Adult","Died"
"1393","2nd","Female","Adult","Died"
"1394","2nd","Female","Adult","Died"
"1395","2nd","Female","Adult","Died"
"1396","2nd","Female","Adult","Died"
"1397","2nd","Female","Adult","Died"
"1398","2nd","Female","Adult","Died"
"1399","3rd","Female","Adult","Died"
"1400","3rd","Female","Adult","Died"
"1401","3rd","Female","Adult","Died"
"1402","3rd","Female","Adult","Died"
"1403","3rd","Female","Adult","Died"
"1404","3rd","Female","Adult","Died"
"1405","3rd","Female","Adult","Died"
"1406","3rd","Female","Adult","Died"
"1407","3rd","Female","Adult","Died"
"1408","3rd","Female","Adult","Died"
"1409","3rd","Female","Adult","Died"
"1410","3rd","Female","Adult","Died"
"1411","3rd","Female","Adult","Died"
"1412","3rd","Female","Adult","Died"
"1413","3rd","Female","Adult","Died"
"1414","3rd","Female","Adult","Died"
"1415","3rd","Female","Adult","Died"
"1416","3rd","Female","Adult","Died"
"1417","3rd","Female","Adult","Died"
"1418","3rd","Female","Adult","Died"
"1419","3rd","Female","Adult","Died"
"1420","3rd","Female","Adult","Died"
"1421","3rd","Female","Adult","Died"
"1422","3rd","Female","Adult","Died"
"1423","3rd","Female","Adult","Died"
"1424","3rd","Female","Adult","Died"
"1425","3rd","Female","Adult","Died"
"1426","3rd","Female","Adult","Died"
"1427","3rd","Female","Adult","Died"
"1428","3rd","Female","Adult","Died"
"1429","3rd","Female","Adult","Died"
"1430","3rd","Female","Adult","Died"
"1431","3rd","Female","Adult","Died"
"1432","3rd","Female","Adult","Died"
"1433","3rd","Female","Adult","Died"
"1434","3rd","Female","Adult","Died"
"1435","3rd","Female","Adult","Died"
"1436","3rd","Female","Adult","Died"
"1437","3rd","Female","Adult","Died"
"1438","3rd","Female","Adult","Died"
"1439","3rd","Female","Adult","Died"
"1440","3rd","Female","Adult","Died"
"1441","3rd","Female","Adult","Died"
"1442","3rd","Female","Adult","Died"
"1443","3rd","Female","Adult","Died"
"1444","3rd","Female","Adult","Died"
"1445","3rd","Female","Adult","Died"
"1446","3rd","Female","Adult","Died"
"1447","3rd","Female","Adult","Died"
"1448","3rd","Female","Adult","Died"
"1449","3rd","Female","Adult","Died"
"1450","3rd","Female","Adult","Died"
"1451","3rd","Female","Adult","Died"
"1452","3rd","Female","Adult","Died"
"1453","3rd","Female","Adult","Died"
"1454","3rd","Female","Adult","Died"
"1455","3rd","Female","Adult","Died"
"1456","3rd","Female","Adult","Died"
"1457","3rd","Female","Adult","Died"
"1458","3rd","Female","Adult","Died"
"1459","3rd","Female","Adult","Died"
"1460","3rd","Female","Adult","Died"
"1461","3rd","Female","Adult","Died"
"1462","3rd","Female","Adult","Died"
"1463","3rd","Female","Adult","Died"
"1464","3rd","Female","Adult","Died"
"1465","3rd","Female","Adult","Died"
"1466","3rd","Female","Adult","Died"
"1467","3rd","Female","Adult","Died"
"1468","3rd","Female","Adult","Died"
"1469","3rd","Female","Adult","Died"
"1470","3rd","Female","Adult","Died"
"1471","3rd","Female","Adult","Died"
"1472","3rd","Female","Adult","Died"
"1473","3rd","Female","Adult","Died"
"1474","3rd","Female","Adult","Died"
"1475","3rd","Female","Adult","Died"
"1476","3rd","Female","Adult","Died"
"1477","3rd","Female","Adult","Died"
"1478","3rd","Female","Adult","Died"
"1479","3rd","Female","Adult","Died"
"1480","3rd","Female","Adult","Died"
"1481","3rd","Female","Adult","Died"
"1482","3rd","Female","Adult","Died"
"1483","3rd","Female","Adult","Died"
"1484","3rd","Female","Adult","Died"
"1485","3rd","Female","Adult","Died"
"1486","3rd","Female","Adult","Died"
"1487","3rd","Female","Adult","Died"
"1488","Crew","Female","Adult","Died"
"1489","Crew","Female","Adult","Died"
"1490","Crew","Female","Adult","Died"
"1491","1st","Male","Child","Survived"
"1492","1st","Male","Child","Survived"
"1493","1st","Male","Child","Survived"
"1494","1st","Male","Child","Survived"
"1495","1st","Male","Child","Survived"
"1496","2nd","Male","Child","Survived"
"1497","2nd","Male","Child","Survived"
"1498","2nd","Male","Child","Survived"
"1499","2nd","Male","Child","Survived"
"1500","2nd","Male","Child","Survived"
"1501","2nd","Male","Child","Survived"
"1502","2nd","Male","Child","Survived"
"1503","2nd","Male","Child","Survived"
"1504","2nd","Male","Child","Survived"
"1505","2nd","Male","Child","Survived"
"1506","2nd","Male","Child","Survived"
"1507","3rd","Male","Child","Survived"
"1508","3rd","Male","Child","Survived"
"1509","3rd","Male","Child","Survived"
"1510","3rd","Male","Child","Survived"
"1511","3rd","Male","Child","Survived"
"1512","3rd","Male","Child","Survived"
"1513","3rd","Male","Child","Survived"
"1514","3rd","Male","Child","Survived"
"1515","3rd","Male","Child","Survived"
"1516","3rd","Male","Child","Survived"
"1517","3rd","Male","Child","Survived"
"1518","3rd","Male","Child","Survived"
"1519","3rd","Male","Child","Survived"
"1520","1st","Female","Child","Survived"
"1521","2nd","Female","Child","Survived"
"1522","2nd","Female","Child","Survived"
"1523","2nd","Female","Child","Survived"
"1524","2nd","Female","Child","Survived"
"1525","2nd","Female","Child","Survived"
"1526","2nd","Female","Child","Survived"
"1527","2nd","Female","Child","Survived"
"1528","2nd","Female","Child","Survived"
"1529","2nd","Female","Child","Survived"
"1530","2nd","Female","Child","Survived"
"1531","2nd","Female","Child","Survived"
"1532","2nd","Female","Child","Survived"
